target,feature,n,covariance,abs_covariance,feature_mean,target_mean,feature_std,target_std
in_abs_error,left_raw_in_flux_std,3822,3813.4154421536623,3813.4154421536623,520.5432639187361,13.177836206782956,719.7722607350356,17.78367190477826
in_abs_error,right_raw_candidate_pixels_p90,3822,3790.5016278448697,3790.5016278448697,465.56420722135016,13.177836206782956,619.4638286471915,17.78367190477826
in_abs_error,raw_candidate_component_area_mean_max,3222,3787.6476780540074,3787.6476780540074,1628.0792039845112,14.200312302379581,1167.1757466875854,18.936259033701898
in_abs_error,top_raw_in_flux_p50,3822,3742.6874483661995,3742.6874483661995,240.61394770367804,13.177836206782956,555.3717719781531,17.78367190477826
in_abs_error,raw_candidate_component_area_max_p50,3822,3724.507556047206,3724.507556047206,350.428440607012,13.177836206782956,538.4813576296374,17.78367190477826
in_abs_error,left_raw_out_flux_std,3822,3709.6972195150256,3709.6972195150256,467.32953879779654,13.177836206782956,650.3565553148823,17.78367190477826
in_abs_error,right_filtered_candidate_pixels_max,3822,3651.820464399179,3651.820464399179,818.465724751439,13.177836206782956,812.317494814411,17.78367190477826
in_abs_error,bottom_raw_out_flux_std,3822,3566.274019145555,3566.274019145555,423.55747047189055,13.177836206782956,675.5590004826606,17.78367190477826
in_abs_error,bottom_filtered_candidate_pixels_p90,3822,3524.6236649697917,3524.6236649697917,280.24003139717433,13.177836206782956,558.4356908079703,17.78367190477826
in_abs_error,right_raw_candidate_pixels_max,3822,3489.3286649414345,3489.3286649414345,980.4840397697541,13.177836206782956,819.8537821849064,17.78367190477826
in_abs_error,left_raw_candidate_pixels_p90,3822,3487.1487194118076,3487.1487194118076,337.02378335949766,13.177836206782956,509.47815576663754,17.78367190477826
in_abs_error,left_filtered_in_flux_std,3822,3475.530159811151,3475.530159811151,414.2242371502134,13.177836206782956,609.1136609869905,17.78367190477826
in_abs_error,right_filtered_candidate_pixels_p90,3822,3456.546138945035,3456.546138945035,377.8846677132392,13.177836206782956,561.7216647061451,17.78367190477826
in_abs_error,right_raw_out_flux_mean,3822,3438.4298042050154,3438.4298042050154,346.29866580581734,13.177836206782956,584.5003480639538,17.78367190477826
in_abs_error,right_raw_in_flux_mean,3822,3392.899355807319,3392.899355807319,311.18022449486773,13.177836206782956,526.4296386003352,17.78367190477826
in_abs_error,filtered_candidate_component_area_max_mean,3822,3366.3803344642974,3366.3803344642974,323.7420153041942,13.177836206782956,493.0814900804423,17.78367190477826
in_abs_error,top_raw_out_flux_p50,3822,3351.850575818092,3351.850575818092,184.96552369323686,13.177836206782956,470.3387967178544,17.78367190477826
in_abs_error,top_filtered_candidate_pixels_p50,3822,3341.522786182178,3341.522786182178,234.01347462061747,13.177836206782956,483.26035983474765,17.78367190477826
in_abs_error,top_filtered_candidate_pixels_mean,3822,3334.477041032747,3334.477041032747,284.94680788652425,13.177836206782956,478.18444846706,17.78367190477826
in_abs_error,left_filtered_out_flux_std,3822,3281.778287435828,3281.778287435828,360.3435088366636,13.177836206782956,539.3719426542569,17.78367190477826
